cell_azimuth_deg_1,cell_azimuth_deg_2,cell_azimuth_deg_3,cell_azimuth_deg_4,cell_azimuth_deg_5,cell_azimuth_deg_6,cell_azimuth_deg_7,cell_azimuth_deg_8,cell_azimuth_deg_9,cell_azimuth_deg_10,cell_azimuth_deg_11,cell_azimuth_deg_12,cell_azimuth_deg_13,cell_azimuth_deg_14,cell_azimuth_deg_15,cell_elec_tilt_deg_1,cell_elec_tilt_deg_2,cell_elec_tilt_deg_3,cell_elec_tilt_deg_4,cell_elec_tilt_deg_5,cell_elec_tilt_deg_6,cell_elec_tilt_deg_7,cell_elec_tilt_deg_8,cell_elec_tilt_deg_9,cell_elec_tilt_deg_10,cell_elec_tilt_deg_11,cell_elec_tilt_deg_12,cell_elec_tilt_deg_13,cell_elec_tilt_deg_14,cell_elec_tilt_deg_15,cell_mech_tilt_deg_1,cell_mech_tilt_deg_2,cell_mech_tilt_deg_3,cell_mech_tilt_deg_4,cell_mech_tilt_deg_5,cell_mech_tilt_deg_6,cell_mech_tilt_deg_7,cell_mech_tilt_deg_8,cell_mech_tilt_deg_9,cell_mech_tilt_deg_10,cell_mech_tilt_deg_11,cell_mech_tilt_deg_12,cell_mech_tilt_deg_13,cell_mech_tilt_deg_14,cell_mech_tilt_deg_15,cell_txpower_dbm_1,cell_txpower_dbm_2,cell_txpower_dbm_3,cell_txpower_dbm_4,cell_txpower_dbm_5,cell_txpower_dbm_6,cell_txpower_dbm_7,cell_txpower_dbm_8,cell_txpower_dbm_9,cell_txpower_dbm_10,cell_txpower_dbm_11,cell_txpower_dbm_12,cell_txpower_dbm_13,cell_txpower_dbm_14,cell_txpower_dbm_15,rxpower_dbm_1,rxpower_dbm_2,rxpower_dbm_3,rxpower_dbm_4,rxpower_dbm_5,rxpower_dbm_6,rxpower_dbm_7,rxpower_dbm_8,rxpower_dbm_9,rxpower_dbm_10,rxpower_dbm_11,rxpower_dbm_12,rxpower_dbm_13,rxpower_dbm_14,rxpower_dbm_15,rsrp_dbm,rx_loc1,rx_loc2
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-126.4254,-124.4635,-148.1144,-148.6448,-148.6681,-149.5007,-147.1946,-140.0382,-132.6581,-123.0107,-133.5942,-121.2144,-147.9793,-136.7426,-149.153,-121.2144,77.49472222222221,13.008888888888901
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-126.4168,-124.1299,-147.9343,-148.5617,-148.5846,-149.4157,-147.0094,-140.4229,-132.9392,-122.9902,-133.7203,-121.0163,-147.8525,-136.2038,-149.0211,-121.0163,77.49472222222221,13.0091666666667
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-126.4152,-123.7894,-147.7515,-148.4806,-148.5033,-149.3329,-146.8241,-140.8384,-133.2468,-122.9741,-133.8548,-120.8177,-147.7263,-135.6583,-148.8899,-120.8177,77.49472222222221,13.009444444444402
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-126.42,-123.441,-147.5658,-148.4019,-148.4244,-149.2524,-146.6388,-141.2874,-133.5832,-122.9634,-133.9988,-120.6195,-147.601,-135.1063,-148.7594,-120.6195,77.49472222222221,13.0097222222222
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-126.4329,-123.0852,-147.3774,-148.3257,-148.3479,-149.1745,-146.4541,-141.7726,-133.951,-122.9587,-134.1531,-120.4222,-147.4767,-134.5483,-148.6298,-120.4222,77.49472222222221,13.01
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-126.4546,-122.7221,-147.1862,-148.2521,-148.2741,-149.0991,-146.2703,-142.2955,-134.3516,-122.9597,-134.3175,-120.2252,-147.3537,-133.9846,-148.5015,-120.2252,77.49472222222221,13.0102777777778
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-126.4854,-122.3511,-146.9922,-148.1813,-148.203,-149.0267,-146.088,-142.8593,-134.7881,-122.96700000000001,-134.4926,-120.029,-147.2321,-133.4157,-148.3747,-120.029,77.49472222222221,13.010555555555598
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-126.5248,-121.9711,-146.7942,-148.1135,-148.1348,-148.9561,-145.9044,-143.4661,-135.2609,-122.9793,-134.6772,-119.8339,-147.1124,-132.8418,-148.2472,-119.8339,77.49472222222221,13.010833333333302
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-126.5757,-121.5834,-146.5934,-148.0488,-148.0697,-148.8887,-145.7218,-144.0795,-135.7733,-122.9992,-134.8743,-119.6408,-146.9947,-132.264,-148.1216,-119.6408,77.49472222222221,13.0111111111111
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-126.6396,-121.1882,-146.3898,-147.9873,-148.0079,-148.8245,-145.5422,-144.1915,-136.3292,-123.0269,-135.0839,-119.4496,-146.8791,-131.6834,-147.998,-119.4496,77.49472222222221,13.0113888888889
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-126.7171,-120.7849,-146.1834,-147.9293,-147.9494,-148.7638,-145.3662,-144.0227,-136.9315,-123.0628,-135.3067,-119.2606,-146.7661,-131.1,-147.8768,-119.2606,77.49472222222221,13.011666666666699
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-126.8098,-120.3739,-145.9745,-147.8748,-147.8946,-148.7067,-145.1946,-143.8584,-137.5823,-123.1073,-135.5432,-119.0741,-146.6557,-130.5146,-147.7582,-119.0741,77.49472222222221,13.011944444444401
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-126.9193,-119.9552,-145.7629,-147.8241,-147.8435,-148.6533,-145.0282,-143.6994,-138.2844,-123.1611,-135.7941,-118.8907,-146.5484,-129.9283,-147.6426,-118.8907,77.49472222222221,13.0122222222222
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-127.0473,-119.529,-145.549,-147.7772,-147.7962,-148.6038,-144.8679,-143.5466,-139.0409,-123.2248,-136.0602,-118.7107,-146.4445,-129.3429,-147.5303,-118.7107,77.49472222222221,13.0125
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-127.1956,-119.0959,-145.3328,-147.7343,-147.753,-148.5584,-144.7145,-143.4009,-139.85399999999998,-123.29899999999999,-136.3421,-118.5348,-146.3441,-128.7582,-147.4217,-118.5348,77.49472222222221,13.012777777777801
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-127.3663,-118.656,-145.1146,-147.6955,-147.7139,-148.5171,-144.5691,-143.263,-140.7254,-123.3844,-136.6406,-118.3633,-146.2478,-128.1759,-147.317,-118.3633,77.49472222222221,13.0130555555556
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-127.5644,-118.2117,-144.8962,-147.661,-147.6791,-148.4813,-144.4363,-143.1349,-141.6596,-123.4835,-136.9584,-118.1969,-146.1555,-127.5977,-147.2194,-118.1969,77.49472222222221,13.013333333333302
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-127.7905,-117.7625,-144.6768,-147.6308,-147.6488,-148.4501,-144.3142,-143.0168,-142.6559,-123.5956,-137.2948,-118.036,-146.0678,-127.0238,-147.1271,-117.7625,77.49472222222221,13.0136111111111
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-128.0464,-117.3087,-144.4563,-147.605,-147.6229,-148.4234,-144.2032,-142.9094,-143.4518,-123.7207,-137.6499,-117.8812,-145.985,-126.4567,-147.0399,-117.3087,77.49472222222221,13.0138888888889
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-128.3376,-116.8539,-144.2353,-147.5837,-147.6015,-148.4013,-144.1039,-142.8137,-143.3541,-123.8596,-138.0244,-117.7332,-145.9074,-125.8964,-146.9581,-116.8539,77.49472222222221,13.014166666666698
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-128.6615,-116.3935,-144.0143,-147.567,-147.5846,-148.3838,-144.0174,-142.7304,-143.269,-124.0129,-138.41899999999998,-117.5926,-145.8354,-125.3456,-146.882,-116.3935,77.49472222222221,13.0144444444444
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-129.0271,-115.9347,-143.7938,-147.5549,-147.5725,-148.3711,-143.9444,-142.6604,-143.1972,-124.1816,-138.8348,-117.4603,-145.7693,-124.8045,-146.812,-115.9347,77.49472222222221,13.014722222222199
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-129.4365,-115.4778,-143.5746,-147.5475,-147.565,-148.363,-143.8856,-142.6042,-143.1396,-124.3665,-139.2725,-117.3371,-145.7094,-124.2751,-146.7483,-115.4778,77.49472222222221,13.015
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-129.894,-115.0252,-143.3574,-147.5448,-147.5622,-148.3598,-143.8416,-142.5625,-143.0966,-124.5679,-139.7323,-117.2233,-145.6559,-123.759,-146.532,-115.0252,77.49472222222221,13.0152777777778
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-130.4033,-114.5789,-143.1432,-147.5467,-147.5641,-148.3613,-143.8129,-142.5357,-143.0686,-124.7862,-140.2148,-117.1196,-145.609,-123.2566,-145.7008,-114.5789,77.49472222222221,13.015555555555599
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-130.9693,-114.1426,-142.9334,-147.5534,-147.5707,-148.3676,-143.7996,-142.524,-143.0561,-125.0222,-140.7205,-117.0266,-145.5691,-122.7706,-144.7835,-114.1426,77.49472222222221,13.015833333333301
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-131.5957,-113.7188,-142.7282,-147.5647,-147.5819,-148.3783,-143.8009,-142.5274,-143.0582,-125.277,-141.2503,-116.9462,-145.5364,-122.3012,-143.8786,-113.7188,77.49472222222221,13.0161111111111
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-132.2811,-113.3088,-142.5246,-147.5807,-147.5974,-148.3905,-143.8073,-142.5436,-143.0688,-125.5442,-141.7981,-116.87799999999999,-145.5116,-121.8486,-142.9807,-113.3088,77.49472222222221,13.0163888888889
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-133.0362,-112.9192,-142.3284,-147.6013,-147.6175,-148.4075,-143.8292,-142.5749,-143.0948,-125.8306,-142.3701,-116.8225,-145.4943,-121.416,-142.1007,-112.9192,77.49472222222221,13.016666666666698
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-133.8652,-112.5544,-142.1413,-147.6264,-147.6421,-148.4291,-143.8664,-142.6209,-143.1357,-126.13799999999999,-142.9682,-116.78200000000001,-145.4845,-121.0035,-141.2398,-112.5544,77.49472222222221,13.016944444444402
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-134.7718,-112.2185,-141.9646,-147.656,-147.6711,-148.4552,-143.9183,-142.6812,-143.1912,-126.4652,-143.5909,-116.7554,-145.4829,-120.6145,-140.403,-112.2185,77.49472222222221,13.0172222222222
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-135.761,-111.9182,-141.8,-147.6899,-147.7045,-148.4858,-143.9846,-142.7553,-143.2609,-126.8137,-144.2394,-116.7444,-145.4889,-120.2434,-139.5844,-111.9182,77.49472222222221,13.0175
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-136.8334,-111.6561,-140.7711,-147.72799999999998,-147.7422,-148.5207,-144.0648,-142.8427,-143.3441,-127.1834,-144.9133,-116.7493,-145.5024,-119.8968,-138.7915,-111.6561,77.49472222222221,13.0177777777778
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-137.9934,-111.4396,-139.2684,-147.7703,-147.7841,-148.1941,-144.1576,-142.9421,-143.4398,-127.5742,-145.6124,-116.7704,-145.5234,-119.5726,-138.0227,-111.4396,77.49472222222221,13.018055555555598
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-139.2404,-111.272,-137.7794,-147.8166,-147.83,-147.5641,-144.2622,-143.0528,-143.547,-127.98700000000001,-146.3371,-116.809,-145.5517,-119.2714,-137.2797,-111.272,77.49472222222221,13.0183333333333
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-140.5738,-111.1573,-136.3127,-147.8668,-147.8797,-146.9523,-144.3777,-143.1738,-143.6649,-128.4209,-147.0647,-116.8644,-145.5872,-118.9939,-136.5638,-111.1573,77.49472222222221,13.018611111111099
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-141.4298,-111.0997,-134.8778,-147.9207,-147.9332,-146.3593,-144.503,-143.3042,-143.7923,-128.8777,-147.3409,-116.9388,-145.6298,-118.7391,-135.8744,-111.0997,77.49472222222221,13.0188888888889
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-141.3698,-111.1019,-133.4837,-147.9782,-147.9905,-145.786,-144.6397,-143.4435,-143.9302,-129.3572,-147.3034,-117.0309,-145.6788,-118.5075,-135.2147,-111.1019,77.49472222222221,13.019166666666699
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-141.3314,-111.1653,-132.1377,-148.0392,-148.0512,-145.2324,-144.7844,-143.5904,-144.0758,-129.8582,-147.2722,-117.1417,-145.7345,-118.2989,-134.5833,-111.1653,77.49472222222221,13.019444444444401
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-141.3154,-111.2944,-130.8513,-148.1034,-148.1152,-144.6979,-144.9361,-143.7439,-144.2283,-130.3796,-147.2473,-117.2707,-145.7965,-118.11200000000001,-133.9795,-111.2944,77.49472222222221,13.0197222222222
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-141.3217,-111.4799,-129.6221,-148.1708,-148.1823,-144.1822,-145.0941,-143.9033,-144.3868,-130.9211,-147.2289,-117.4181,-145.8646,-117.948,-133.405,-111.4799,77.49472222222221,13.02
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-141.3504,-111.7254,-128.4607,-148.2412,-148.2525,-143.685,-145.2573,-144.0676,-144.5506,-131.4821,-147.2171,-117.584,-145.9384,-117.8046,-132.8579,-111.7254,77.49472222222221,13.020277777777801
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-141.4008,-112.0314,-127.3744,-148.3144,-148.3255,-143.2058,-145.4251,-144.2362,-144.7187,-132.0615,-147.2118,-117.7678,-146.0177,-117.6823,-132.3392,-112.0314,77.49472222222221,13.020555555555598
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-141.4723,-112.3918,-126.3634,-148.3903,-148.4011,-142.7447,-145.5967,-144.4083,-144.8905,-132.6593,-147.2131,-117.97,-146.1022,-117.5794,-131.8476,-112.3918,77.49472222222221,13.020833333333302
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-141.5637,-112.8022,-125.4292,-148.4688,-148.4793,-142.3014,-145.7715,-144.5833,-145.0654,-133.2732,-147.221,-118.1889,-146.1915,-117.4962,-131.3834,-112.8022,77.49472222222221,13.0211111111111
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-141.6738,-113.2583,-124.5724,-148.5495,-148.5599,-141.8758,-145.9487,-144.7606,-145.2426,-133.9041,-147.2354,-118.4259,-146.2853,-117.4304,-130.9449,-113.2583,77.49472222222221,13.0213888888889
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-141.8077,-113.7576,-123.79700000000001,-148.6322,-148.6429,-141.4714,-146.1357,-144.941,-145.4268,-134.5545,-147.2621,-118.6776,-146.382,-117.383,-130.5389,-113.7576,77.49472222222221,13.021666666666698
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-141.9655,-114.2942,-123.101,-148.7167,-148.7284,-141.0877,-146.3341,-145.1244,-145.6188,-135.2273,-147.3029,-118.9451,-146.4809,-117.3511,-130.1646,-114.2942,77.49472222222221,13.0219444444444
150,259,0,108,52,33,67,124,142,193,150,246,73,316,9,14,8,11,2,4,16,20,6,14,18,18,1,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,-142.137,-114.8611,-122.4774,-148.8034,-148.8159,-140.7191,-146.5328,-145.3084,-145.8112,-135.9114,-147.3498,-119.2268,-146.5835,-117.335,-129.8142,-114.8611,77.49472222222221,13.022222222222199
